JobTitle,Description,Company,Job Link,Industry,Employment Type,Location,Compensation,Date posted
Python Developer," Passionate about technology and innovation, our client in Cape Town is looking for a Python Developer to develop technologies for new markets. Personality, initiative, passion and humility will make up for gaps in specific experience, so what do you ha...",Mass Staffing Projects,https://www.careers24.com/jobs/adverts/1620535-python-developer-cape-town/?jobindex=76,"IT, General",Permanent,Cape Town,R30 000.00 - R40 000.00 Per Month,2019-10-25
C# Developer with Python, C# Developer with Python     Job Type: Permanent  Location: Cape Town  Contact: Lauren Rhodes  Email: l.rhodes@nigelfrank.com     I'm working with an exclusive role from a client of mine that are experts in Cloud Solutions. We're looking specifically f...,Nigel Frank International,https://www.careers24.com/jobs/adverts/1620509-c-developer-with-python-cape-town/?jobindex=77,IT,Permanent,Cape Town,R40 000.00 - R70 000.00 Per Month,2019-10-25
Linux Systems Engineer , An established company based in the Northern Suburbs seeks the services of a client-centric Linux Systems Engineer to join a team that specialises in the development and maintenance of high-performance Linux and cloud hosting solutions. This is an exciting opportunity to be part of taking the organizationâs large scale managed hosting environment to the next level. ,Persona Staff,https://www.careers24.com/jobs/adverts/1590985-linux-systems-engineer-cape-town-northern-suburbs/?jobindex=78,IT,Permanent,Cape Town Northern Suburbs,Market Related,2019-10-25
Digital Marketing Media Assistant, Our clientâs manufacturing plant is based in Saxonburg Park outside Kuilsriver.  Their Head Office is in Techno Park Stellenbosch.  They have a position available for a Digital Media Marketer with graphic design abilities who is looking to show off their marketing and content creation abilities. ,Helderberg Personnel cc,https://www.careers24.com/jobs/adverts/1617351-digital-marketing-media-assistant-cape-town/?jobindex=79,"IT, Marketing",Permanent,Cape Town,R15 000.00 - R20 000.00 Per Month,2019-10-25
Software Developer ," An established company based in the Northern Suburbs is looking for a Software Developer to join their team the ideal candidate will form part of a team that will be responsible for the development, integration and maintenance of in-house developed and 3rd party web applications, providing innovative tools to the power user, ensuring a seamless, intuitive hosting experience to our customers.",Persona Staff,https://www.careers24.com/jobs/adverts/1612731-software-developer-cape-town-northern-suburbs/?jobindex=80,IT,Permanent,Cape Town Northern Suburbs,R50 000.00 - R65 000.00 Per Month,2019-10-25
Full Stack Developers ," An established company based in the Northern Suburbs is looking for a Full Stack Developer to join their team the ideal candidate will form part of a team that will be responsible for the development, integration and maintenance of in-house developed and 3rd party web applications, providing innovative tools to the power user, ensuring a seamless, intuitive hosting experience to our customers.",Persona Staff,https://www.careers24.com/jobs/adverts/1615731-full-stack-developers-cape-town-northern-suburbs/?jobindex=81,IT,Permanent,Cape Town Northern Suburbs,Market Related,2019-10-25
IT Infrastructure Specialist," The main purpose of this role is to provide thought leadership, management and operational oversight of the physical and Data Centre Operations, Storage & Backup environments, their associated operating systems, the management and application toolsets,...",BLACK TIE RECRUITMRNT,https://www.careers24.com/jobs/adverts/1620490-it-infrastructure-specialist-gauteng/?jobindex=82,"Banking, IT",Permanent,Gauteng,R58 333.00 - R66 667.00 Per Month,2019-10-24
Database Administrator Specialist," PURPOSE      The main purpose of this role is to provide thought leadership, management and operational oversight of the Oracle, MySQL & MSSQL database environments, their associated operating systems, the management and application toolsets, and the s...",BLACK TIE RECRUITMENT,https://www.careers24.com/jobs/adverts/1620488-database-administrator-specialist-johannesburg/?jobindex=83,"Banking, IT, Technology",Permanent,Johannesburg,R45 000.00 - R50 000.00 Per Month,2019-10-24
Data Integration Specialist," RESPONSBILITIES      Strategic Perspectives    Key Performance Areas    Key Performance Indicators        Finance    Financial Management     Contribute to budget setting  Manage and control individual and relevant intervention, project and programme c...",BLACK TIE RECRUITMENT,https://www.careers24.com/jobs/adverts/1620487-data-integration-specialist-johannesburg/?jobindex=84,"Banking, IT",Permanent,Johannesburg,R33 333.00 - R41 667.00 Per Month,2019-10-24
Programmer- Banking Sector," RESPONSBILITIES      Strategic Perspectives    Key Performance Areas    Key Performance Indicators        Finance    Financial Management     Contribute to budget setting  Manage and control individual and relevant intervention, project and programme c...",BLACK TIE RECRUITMENT,https://www.careers24.com/jobs/adverts/1620484-programmer-banking-sector-johannesburg/?jobindex=85,"Banking, IT",Permanent,Johannesburg,R33 333.00 - R41 667.00 Per Month,2019-10-24
Network Specialist, The main purpose of the Network Specialist is to provide constant support of the networked environment of BankservAfrica and provide consultancy support related to the networked environment to BankservAfrica clients.  The network specialist is a senior...,BLACK TIE RECRUITMENT,https://www.careers24.com/jobs/adverts/1620476-network-specialist-gauteng/?jobindex=86,"Banking, IT",Permanent,Gauteng,R62 500.00 Per Month,2019-10-24
PROGRAMMER,"    MUST HAVE GIT,LINUX and GOLANG as an advantage     RESPONSBILITIES      Strategic Perspectives    Key Performance Areas    Key Performance Indicators        Finance    Financial Management     Contribute to budget setting  Manage and control individ...",BLACK TIE RECRUITMENT,https://www.careers24.com/jobs/adverts/1620473-programmer-johannesburg/?jobindex=87,"Banking, IT",Contract,Johannesburg,R37 500.00 Per Month,2019-10-24
Quality Assurance Manager,"  Accomplishes quality assurance human resource objectives by recruiting, selecting, orienting, training, assigning, scheduling, coaching, counseling, and disciplining employees; communicating job expectations; planning, monitoring, appraising, and revi...",Infystrat Recruitment Agency,https://www.careers24.com/jobs/adverts/1620465-quality-assurance-manager-johannesburg/?jobindex=88,IT,Permanent,Johannesburg,Market Related,2019-10-24
Network and office Administrators,  installing and configuring computer networks and systems  identifying and solving any problems that arise with computer networks and systems  consulting with clients to specify system requirements and design solutions  budgeting for equipment and asse...,Infystrat Recruitment Agency,https://www.careers24.com/jobs/adverts/1620461-network-and-office-administrators-johannesburg/?jobindex=89,IT,Permanent,Johannesburg,Market Related,2019-10-24
Full Stack Developer," Overview:  We are looking for a Senior Microsoft Full Stack Developer. Responsibilities include participating in the entire software development life cycle, debugging applications and configuring existing systems. If you’re equally happy to roll up you...",Moyo Talent Solutions,https://www.careers24.com/jobs/adverts/1620438-full-stack-developer-gauteng/?jobindex=90,IT,Permanent,Gauteng,Market Related,2019-10-24
Senior Applications Developer," Overview:  We are looking for a Senior Microsoft Full Stack Developer. Responsibilities include participating in the entire software development life cycle, debugging applications and configuring existing systems. If you’re equally happy to roll up you...",Moyo Talent Solutions,https://www.careers24.com/jobs/adverts/1620435-senior-applications-developer-gauteng/?jobindex=91,"Engineering, IT",Permanent,Gauteng,Market Related,2019-10-24
Web Technology Administration Specialist – Pretoria – R700 p/h, Our client is on the lookout for a Web Technology Specialist (Senior Administration position) to join a team of awesome developers creating next generation software systems to manage and steer the web provider. You will be working with Rockstar develop...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1620423-web-technology-administration-specialist-pretoria-r700-p-h-pretoria/?jobindex=92,IT,Contract,Pretoria,R88 000.00 - R112 000.00 Per Month,2019-10-24
Executive Sales Representative," Our client is an IT Consulting giant based in Johannesburg North, who has been in the business for over 18 years in South Africa, they specialize in remote, on-site and latest world-class technologies to improve ICT environment for all clients.    Meet...",Rider Hunt International ,https://www.careers24.com/jobs/adverts/1620374-executive-sales-representative-west-rand/?jobindex=93,"IT, Technology, Telecommunications",Permanent,West Rand,R30 000.00 - R35 000.00 Per Month,2019-10-24
Executive Sales Representative," Our client is an IT Consulting giant based in Johannesburg North, who has been in the business for over 18 years in South Africa, they specialize in remote, on-site and latest world-class technologies to improve ICT environment for all clients.    Meet...",Rider Hunt International ,https://www.careers24.com/jobs/adverts/1620373-executive-sales-representative-pretoria/?jobindex=94,"IT, Technology, Telecommunications",Permanent,Pretoria,R30 000.00 - R35 000.00 Per Month,2019-10-24
Executive Sales Representative," Our client is an IT Consulting giant based in Johannesburg North, who has been in the business for over 18 years in South Africa, they specialize in remote, on-site and latest world-class technologies to improve ICT environment for all clients.     Mee...",Rider Hunt International ,https://www.careers24.com/jobs/adverts/1620372-executive-sales-representative-gauteng/?jobindex=95,"IT, Technology, Telecommunications",Permanent,Gauteng,R30 000.00 - R35 000.00 Per Month,2019-10-24
Data Scientist (Senior)," ENVIRONMENT:

My client, a Fast-growing digital marketing company requires an experienced Data Scientist to join their team of 4 in operations. You will report directly to the Head of Data. Your Technical BSc qualification coupled with your 5yrs + data...",Datafin Recruitment,https://www.careers24.com/jobs/adverts/1620371-data-scientist-senior-randburg/?jobindex=96,IT,Permanent,Randburg,R60 000.00 - R120 000.00 Per Month,2019-10-24
